Year,Sex,Age,Bank account category,Unit measure,Unit multiplier,Observation status,Value
2016/17,Female,85 and over,No accounts (excluding POCAs),Percentage (%),Units,Undefined,8.0
2017/18,Female,85 and over,No accounts (excluding POCAs),Percentage (%),Units,Undefined,9.0
2013/14,Female,85 and over,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,91.0
2014/15,Female,85 and over,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,93.0
2015/16,Female,85 and over,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,92.0
2016/17,Female,85 and over,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,93.0
2017/18,Female,85 and over,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,93.0
2013/14,Female,85 and over,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,89.0
2014/15,Female,85 and over,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,91.0
2015/16,Female,85 and over,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,89.0
2016/17,Female,85 and over,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,91.0
2017/18,Female,85 and over,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,91.0
2013/14,Male,,Current account,Percentage (%),Units,Undefined,90.0
2014/15,Male,,Current account,Percentage (%),Units,Undefined,90.0
2015/16,Male,,Current account,Percentage (%),Units,Undefined,91.0
2016/17,Male,,Current account,Percentage (%),Units,Undefined,91.0
2017/18,Male,,Current account,Percentage (%),Units,Undefined,91.0
2013/14,Male,,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2014/15,Male,,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2015/16,Male,,NS&I Savings Account,Percentage (%),Units,Undefined,3.0
2016/17,Male,,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2017/18,Male,,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2013/14,Male,,Basic Bank account,Percentage (%),Units,Undefined,5.0
2014/15,Male,,Basic Bank account,Percentage (%),Units,Undefined,5.0
2015/16,Male,,Basic Bank account,Percentage (%),Units,Undefined,5.0
2016/17,Male,,Basic Bank account,Percentage (%),Units,Undefined,5.0
2017/18,Male,,Basic Bank account,Percentage (%),Units,Undefined,5.0
2013/14,Male,,Post Office Card Account (POCA),Percentage (%),Units,Undefined,2.0
2014/15,Male,,Post Office Card Account (POCA),Percentage (%),Units,Undefined,2.0
2015/16,Male,,Post Office Card Account (POCA),Percentage (%),Units,Undefined,2.0
2016/17,Male,,Post Office Card Account (POCA),Percentage (%),Units,Undefined,2.0
2017/18,Male,,Post Office Card Account (POCA),Percentage (%),Units,Undefined,2.0
2013/14,Male,,ISA,Percentage (%),Units,Undefined,31.0
2014/15,Male,,ISA,Percentage (%),Units,Undefined,31.0
2015/16,Male,,ISA,Percentage (%),Units,Undefined,32.0
2016/17,Male,,ISA,Percentage (%),Units,Undefined,29.0
2017/18,Male,,ISA,Percentage (%),Units,Undefined,29.0
2013/14,Male,,Other Bank / Building Society account,Percentage (%),Units,Undefined,35.0
2014/15,Male,,Other Bank / Building Society account,Percentage (%),Units,Undefined,36.0
2015/16,Male,,Other Bank / Building Society account,Percentage (%),Units,Undefined,36.0
2016/17,Male,,Other Bank / Building Society account,Percentage (%),Units,Undefined,34.0
2017/18,Male,,Other Bank / Building Society account,Percentage (%),Units,Undefined,34.0
2013/14,Male,,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,12.0
2014/15,Male,,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,12.0
2015/16,Male,,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,12.0
2016/17,Male,,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,12.0
2017/18,Male,,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,12.0
2013/14,Male,,Unit trusts,Percentage (%),Units,Undefined,2.0
2014/15,Male,,Unit trusts,Percentage (%),Units,Undefined,2.0
2015/16,Male,,Unit trusts,Percentage (%),Units,Undefined,3.0
2016/17,Male,,Unit trusts,Percentage (%),Units,Undefined,2.0
2017/18,Male,,Unit trusts,Percentage (%),Units,Undefined,2.0
2013/14,Male,,Endowment Policy (not linked),Percentage (%),Units,Undefined,1.0
2014/15,Male,,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2015/16,Male,,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2016/17,Male,,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2017/18,Male,,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2013/14,Male,,Premium Bonds,Percentage (%),Units,Undefined,13.0
2014/15,Male,,Premium Bonds,Percentage (%),Units,Undefined,13.0
2015/16,Male,,Premium Bonds,Percentage (%),Units,Undefined,14.0
2016/17,Male,,Premium Bonds,Percentage (%),Units,Undefined,13.0
2017/18,Male,,Premium Bonds,Percentage (%),Units,Undefined,13.0
2013/14,Male,,National Savings Bonds,Percentage (%),Units,Undefined,2.0
2014/15,Male,,National Savings Bonds,Percentage (%),Units,Undefined,2.0
2015/16,Male,,National Savings Bonds,Percentage (%),Units,Undefined,3.0
2016/17,Male,,National Savings Bonds,Percentage (%),Units,Undefined,2.0
2017/18,Male,,National Savings Bonds,Percentage (%),Units,Undefined,2.0
2013/14,Male,,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,2.0
2014/15,Male,,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,2.0
2015/16,Male,,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,2.0
2016/17,Male,,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,2.0
2017/18,Male,,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,2.0
2013/14,Male,,Credit Unions,Percentage (%),Units,Undefined,1.0
2014/15,Male,,Credit Unions,Percentage (%),Units,Undefined,1.0
2015/16,Male,,Credit Unions,Percentage (%),Units,Undefined,1.0
2016/17,Male,,Credit Unions,Percentage (%),Units,Undefined,1.0
2017/18,Male,,Credit Unions,Percentage (%),Units,Undefined,1.0
2013/14,Male,,Any other type of asset,Percentage (%),Units,Undefined,
2014/15,Male,,Any other type of asset,Percentage (%),Units,Undefined,1.0
2015/16,Male,,Any other type of asset,Percentage (%),Units,Undefined,1.0
2016/17,Male,,Any other type of asset,Percentage (%),Units,Undefined,
2017/18,Male,,Any other type of asset,Percentage (%),Units,Undefined,
2013/14,Male,,,Percentage (%),Units,Undefined,94.0
2014/15,Male,,,Percentage (%),Units,Undefined,94.0
2015/16,Male,,,Percentage (%),Units,Undefined,95.0
2016/17,Male,,,Percentage (%),Units,Undefined,94.0
2017/18,Male,,,Percentage (%),Units,Undefined,94.0
2013/14,Male,,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2014/15,Male,,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2015/16,Male,,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2016/17,Male,,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2017/18,Male,,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2013/14,Male,,No accounts (including POCAs),Percentage (%),Units,Undefined,6.0
2014/15,Male,,No accounts (including POCAs),Percentage (%),Units,Undefined,6.0
2015/16,Male,,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2016/17,Male,,No accounts (including POCAs),Percentage (%),Units,Undefined,6.0
2017/18,Male,,No accounts (including POCAs),Percentage (%),Units,Undefined,6.0
2013/14,Male,,No accounts (excluding POCAs),Percentage (%),Units,Undefined,7.0
2014/15,Male,,No accounts (excluding POCAs),Percentage (%),Units,Undefined,7.0
2015/16,Male,,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2016/17,Male,,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2017/18,Male,,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2013/14,Male,,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,93.0
2014/15,Male,,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2015/16,Male,,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2016/17,Male,,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2017/18,Male,,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2013/14,Male,,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,92.0
2014/15,Male,,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2015/16,Male,,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2016/17,Male,,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2017/18,Male,,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2013/14,Male,16 to 24,Current account,Percentage (%),Units,Undefined,82.0
2014/15,Male,16 to 24,Current account,Percentage (%),Units,Undefined,80.0
2015/16,Male,16 to 24,Current account,Percentage (%),Units,Undefined,83.0
2016/17,Male,16 to 24,Current account,Percentage (%),Units,Undefined,84.0
2017/18,Male,16 to 24,Current account,Percentage (%),Units,Undefined,84.0
2013/14,Male,16 to 24,NS&I Savings Account,Percentage (%),Units,Undefined,1.0
2014/15,Male,16 to 24,NS&I Savings Account,Percentage (%),Units,Undefined,1.0
2015/16,Male,16 to 24,NS&I Savings Account,Percentage (%),Units,Undefined,1.0
2016/17,Male,16 to 24,NS&I Savings Account,Percentage (%),Units,Undefined,1.0
2017/18,Male,16 to 24,NS&I Savings Account,Percentage (%),Units,Undefined,1.0
2013/14,Male,16 to 24,Basic Bank account,Percentage (%),Units,Undefined,5.0
2014/15,Male,16 to 24,Basic Bank account,Percentage (%),Units,Undefined,5.0
2015/16,Male,16 to 24,Basic Bank account,Percentage (%),Units,Undefined,6.0
2016/17,Male,16 to 24,Basic Bank account,Percentage (%),Units,Undefined,5.0
2017/18,Male,16 to 24,Basic Bank account,Percentage (%),Units,Undefined,5.0
2013/14,Male,16 to 24,Post Office Card Account (POCA),Percentage (%),Units,Undefined,1.0
2014/15,Male,16 to 24,Post Office Card Account (POCA),Percentage (%),Units,Undefined,2.0
2015/16,Male,16 to 24,Post Office Card Account (POCA),Percentage (%),Units,Undefined,1.0
2016/17,Male,16 to 24,Post Office Card Account (POCA),Percentage (%),Units,Undefined,1.0
2017/18,Male,16 to 24,Post Office Card Account (POCA),Percentage (%),Units,Undefined,1.0
2013/14,Male,16 to 24,ISA,Percentage (%),Units,Undefined,13.0
2014/15,Male,16 to 24,ISA,Percentage (%),Units,Undefined,13.0
2015/16,Male,16 to 24,ISA,Percentage (%),Units,Undefined,12.0
2016/17,Male,16 to 24,ISA,Percentage (%),Units,Undefined,11.0
2017/18,Male,16 to 24,ISA,Percentage (%),Units,Undefined,11.0
2013/14,Male,16 to 24,Other Bank / Building Society account,Percentage (%),Units,Undefined,17.0
2014/15,Male,16 to 24,Other Bank / Building Society account,Percentage (%),Units,Undefined,21.0
2015/16,Male,16 to 24,Other Bank / Building Society account,Percentage (%),Units,Undefined,21.0
2016/17,Male,16 to 24,Other Bank / Building Society account,Percentage (%),Units,Undefined,16.0
2017/18,Male,16 to 24,Other Bank / Building Society account,Percentage (%),Units,Undefined,16.0
2013/14,Male,16 to 24,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,2.0
2014/15,Male,16 to 24,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,2.0
2015/16,Male,16 to 24,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,2.0
2016/17,Male,16 to 24,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,2.0
2017/18,Male,16 to 24,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,2.0
2013/14,Male,16 to 24,Unit trusts,Percentage (%),Units,Undefined,
2014/15,Male,16 to 24,Unit trusts,Percentage (%),Units,Undefined,
2015/16,Male,16 to 24,Unit trusts,Percentage (%),Units,Undefined,
2016/17,Male,16 to 24,Unit trusts,Percentage (%),Units,Undefined,
2017/18,Male,16 to 24,Unit trusts,Percentage (%),Units,Undefined,
2013/14,Male,16 to 24,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2014/15,Male,16 to 24,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2015/16,Male,16 to 24,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2016/17,Male,16 to 24,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2017/18,Male,16 to 24,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2013/14,Male,16 to 24,Premium Bonds,Percentage (%),Units,Undefined,4.0
2014/15,Male,16 to 24,Premium Bonds,Percentage (%),Units,Undefined,4.0
2015/16,Male,16 to 24,Premium Bonds,Percentage (%),Units,Undefined,4.0
2016/17,Male,16 to 24,Premium Bonds,Percentage (%),Units,Undefined,2.0
2017/18,Male,16 to 24,Premium Bonds,Percentage (%),Units,Undefined,2.0
2013/14,Male,16 to 24,National Savings Bonds,Percentage (%),Units,Undefined,
2014/15,Male,16 to 24,National Savings Bonds,Percentage (%),Units,Undefined,1.0
2015/16,Male,16 to 24,National Savings Bonds,Percentage (%),Units,Undefined,
2016/17,Male,16 to 24,National Savings Bonds,Percentage (%),Units,Undefined,
2017/18,Male,16 to 24,National Savings Bonds,Percentage (%),Units,Undefined,
2013/14,Male,16 to 24,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2014/15,Male,16 to 24,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2015/16,Male,16 to 24,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2016/17,Male,16 to 24,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2017/18,Male,16 to 24,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2013/14,Male,16 to 24,Credit Unions,Percentage (%),Units,Undefined,
2014/15,Male,16 to 24,Credit Unions,Percentage (%),Units,Undefined,
2015/16,Male,16 to 24,Credit Unions,Percentage (%),Units,Undefined,
2016/17,Male,16 to 24,Credit Unions,Percentage (%),Units,Undefined,
2017/18,Male,16 to 24,Credit Unions,Percentage (%),Units,Undefined,
2013/14,Male,16 to 24,Any other type of asset,Percentage (%),Units,Undefined,
2014/15,Male,16 to 24,Any other type of asset,Percentage (%),Units,Undefined,
2015/16,Male,16 to 24,Any other type of asset,Percentage (%),Units,Undefined,
2016/17,Male,16 to 24,Any other type of asset,Percentage (%),Units,Undefined,
2017/18,Male,16 to 24,Any other type of asset,Percentage (%),Units,Undefined,
2013/14,Male,16 to 24,,Percentage (%),Units,Undefined,86.0
2014/15,Male,16 to 24,,Percentage (%),Units,Undefined,87.0
2015/16,Male,16 to 24,,Percentage (%),Units,Undefined,89.0
2016/17,Male,16 to 24,,Percentage (%),Units,Undefined,89.0
2017/18,Male,16 to 24,,Percentage (%),Units,Undefined,89.0
2013/14,Male,16 to 24,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,86.0
2014/15,Male,16 to 24,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,85.0
2015/16,Male,16 to 24,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,89.0
2016/17,Male,16 to 24,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,89.0
2017/18,Male,16 to 24,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,89.0
2013/14,Male,16 to 24,No accounts (including POCAs),Percentage (%),Units,Undefined,14.0
2014/15,Male,16 to 24,No accounts (including POCAs),Percentage (%),Units,Undefined,13.0
2015/16,Male,16 to 24,No accounts (including POCAs),Percentage (%),Units,Undefined,11.0
2016/17,Male,16 to 24,No accounts (including POCAs),Percentage (%),Units,Undefined,11.0
2017/18,Male,16 to 24,No accounts (including POCAs),Percentage (%),Units,Undefined,11.0
2013/14,Male,16 to 24,No accounts (excluding POCAs),Percentage (%),Units,Undefined,14.0
2014/15,Male,16 to 24,No accounts (excluding POCAs),Percentage (%),Units,Undefined,15.0
2015/16,Male,16 to 24,No accounts (excluding POCAs),Percentage (%),Units,Undefined,11.0
2016/17,Male,16 to 24,No accounts (excluding POCAs),Percentage (%),Units,Undefined,11.0
2017/18,Male,16 to 24,No accounts (excluding POCAs),Percentage (%),Units,Undefined,11.0
2013/14,Male,16 to 24,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,86.0
2014/15,Male,16 to 24,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,87.0
2015/16,Male,16 to 24,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,89.0
2016/17,Male,16 to 24,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,89.0
2017/18,Male,16 to 24,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,89.0
